id,category/id,category/name/ca,category/name/es,category/name/oc,scope/id,scope/name/ca,scope/name/es,scope/name/oc,participatory_space/id,participatory_space/url,component/id,title/ca,title/es,title/oc,description/ca,description/es,description/oc,budget/id,budget_amount,confirmed_votes,comments,created_at,url,related_proposals,related_proposal_titles,related_proposal_urls,scope/name/en
51,2467,Línies Metropolitanes,"","",,"","","",455,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2022?participatory_process_slug=pressupostosparticipatiusFGC2022,3581,Millorar la comunicació de la informació d’incidències en diferents idiomes a les estacions ,"","",<p>El projecte preveu crear i difondre missatges d’incidències en diferents idiomes.</p>,"","",17,12000,32,0,2022-09-05 16:05:32 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2022/f/3581/budgets/17/projects/51,"","","",""
52,2468,Línia Lleida – La Pobla de Segur,"","",,"","","",455,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2022?participatory_process_slug=pressupostosparticipatiusFGC2022,3581,Substituir els vidres de les marquesines de les estacions de la línia Lleida-La Pobla de Segur,"","",<p>El projecte vol substituir els vidres de les marquesines de les estacions de la línia Lleida-La Pobla de Segur. El cost és per unitat de marquesina i consisteix en arranjament general i col·locació del vidre. Les estacions de Tremp i La Pobla ja disposen de marquesines de vidre.</p>,"","",17,18000,18,0,2022-09-05 16:06:04 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2022/f/3581/budgets/17/projects/52,"","","",""
53,2469,Turisme,"","",,"","","",455,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2022?participatory_process_slug=pressupostosparticipatiusFGC2022,3581,Rehabilitar els edificis de sortida i arribada del telecadira de l’Standard de La Molina,"","","<p>El projecte vol rehabilitar els edificis de sortida i arribada de telecadira de l’Standard de La Molina. El cost de la proposta només inclouria pintura, neteja de voltants i sanejaments dels edificis. Inclouria l’edifici de l’estació inferior telecabina, bonasort i estació superior telecabina de l'estació. </p>","","",17,28000,28,0,2022-09-05 16:06:32 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2022/f/3581/budgets/17/projects/53,"","","",""
54,2469,Turisme,"","",,"","","",455,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2022?participatory_process_slug=pressupostosparticipatiusFGC2022,3581,Instal·lar una estructura per a publicitat a l’aparcament del Pedró a La Molina,"","","<p>El projecte vol instal·lar una estructura per a publicitat a l’aparcament del Pedró a La Molina. Des de l'ajuntament de Toses, es demana col·locar una estructura fixa publicitària per tapar una casa que està situada a l'aparcament del Pedró. Actualment aquesta casa, concretament la façana que dona al públic de l'estació, està totalment grafitada. </p>","","",17,4200,4,0,2022-09-05 16:07:04 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2022/f/3581/budgets/17/projects/54,"","","",""
55,2467,Línies Metropolitanes,"","",,"","","",455,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2022?participatory_process_slug=pressupostosparticipatiusFGC2022,3581,Incrementar la il·luminació a l’entorn de l’estació de Martorell Central,"","",<p>El projecte vol incrementar la il·luminació a l’entorn de l’estació de Martorell Central.</p>,"","",17,15000,43,0,2022-09-05 16:07:32 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2022/f/3581/budgets/17/projects/55,"","","",""
56,2469,Turisme,"","",,"","","",455,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2022?participatory_process_slug=pressupostosparticipatiusFGC2022,3581,Millorar l’accessibilitat del camí des del Santuari a l’ermita de Sant Gil a Vall de Núria,"","",<p>El projecte vol millorar l’accessibilitat del camí des del Santuari a l’ermita de Sant Gil a Vall de Núria.</p>,"","",17,29600,30,0,2022-09-05 16:08:05 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2022/f/3581/budgets/17/projects/56,"","","",""
57,2469,Turisme,"","",,"","","",455,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2022?participatory_process_slug=pressupostosparticipatiusFGC2022,3581,Senyalitzar els senders entre l’aparcament de la base del telecabina Alp 2500 i la zona del llac inferior a La Molina,"","","<p>Millora i adequació de la ruta de la fauna com a sender fins les activitats del llac de La Molina, entre l’aparcament de la base del telecabina Alp 2500 i la zona del llac inferior a La Molina. Ampliació de la ruta de la fauna al llac superior per augmentar el sender. Inclou feines de posada en servei, manteniment i preparació per l'activitat. </p>","","",17,18000,22,0,2022-09-05 16:08:29 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2022/f/3581/budgets/17/projects/57,"","","",""
58,2495,Línies Metropolitanes,"","",,"","","",556,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023?participatory_process_slug=pressupostosparticipatiusFGC2023,3688,Instal·lar una barana de protecció al funicular de Gelida,"","",<p>Instal·lació d'una barana de seguretat a la plataforma que hi ha a l'entrada de la sala d'espera de Gelida superior.</p>,"","",19,1500,32,0,2023-09-21 09:43:55 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023/f/3688/budgets/19/projects/58,"","","",""
59,2495,Línies Metropolitanes,"","",,"","","",556,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023?participatory_process_slug=pressupostosparticipatiusFGC2023,3688,Instal·lar un nou monitor d’informació a la via 2 de l’estació de Sant Quirze,"","","<p>Hi ha una mancança d'informació a l'estació de Sant Quirze, l'accés del petit vestíbul que dona al pàrquing a via 2 no disposa de monitor SIC. Una vegada la gent aparca, no pot veure quan sort el següent tren a no ser que accedeixi dins de l'andana travessant les validadores.</p>","","",19,9625,33,0,2023-09-21 11:46:57 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023/f/3688/budgets/19/projects/59,"","","",""
60,2495,Línies Metropolitanes,"","",,"","","",556,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023?participatory_process_slug=pressupostosparticipatiusFGC2023,3688,Instal·lar monitors informatius  a les estacions de Pl. Espanya i Europa|Fira,"","","<p>Donat l'alt volum de passatge queesmou entre les estacions d'Europa/Fira i Plaça Espanya durant els esdeveniments anuals que trobem a la Fira Barcelona Gran Via. Proposo instal·lar Displaysambdues estacions com l'utilitzat a Provença.</p><p>Amb l'objectiu de comunicar-nos amb les masses de passatge sense haver de fer ús la megafonia, la qual no sempre és efectiva per diversos factors com són: volum, altres sorolls com a trens o afluència de gent, altaveus en mal estat o missatges que no sentim clars.</p><p>Considero que és una eina que pot afavorir les comunicacions amb els usuaris no habituals i facilitar la tasca de tots els treballadors presents en aquests esdeveniments.</p>","","",19,48125,51,0,2023-09-21 11:49:19 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023/f/3688/budgets/19/projects/60,"","","",""
61,2495,Línies Metropolitanes,"","",,"","","",556,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023?participatory_process_slug=pressupostosparticipatiusFGC2023,3688,Retolar les escales de l’estació de Provença per a dinamitzar la mobilitats dels viatgers,"","","<p>Es proposa retolar les escales de les estacions amb indicacions que dinamitzin la mobilitat dels viatgers, i millorin la percepció del trajecte del viatger a les estacions.</p><p>S'adjunten exemples (numerats).</p><p>Es poden indicar carrils ràpids i lents (3), de pujada i baixada (5), número de calories consumides a cada esglaó (1), assistència a invidents (4), marcar els esglaons amb adhesius fosforescents per a situacions d'emergència, indicar les connexions i destinacions als propis esglaons (2).</p><p>Especialment per estacions de màxima afluència.</p>","","",19,8000,37,0,2023-09-21 11:51:29 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023/f/3688/budgets/19/projects/61,"","","",""
62,2497,Turisme,"","",,"","","",556,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023?participatory_process_slug=pressupostosparticipatiusFGC2023,3688,Instal·lar una estructura per a publicitat a l’aparcament del Pedró de La Molina,"","","<p>Rètol informatiu per posar publicitat estàtica a la barraca situada a l'entrada dels Alabaus, dins el terme municipal de Toses.</p>","","",19,4000,9,0,2023-09-21 11:53:05 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023/f/3688/budgets/19/projects/62,"","","",""
63,2497,Turisme,"","",,"","","",556,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023?participatory_process_slug=pressupostosparticipatiusFGC2023,3688,Adequar el web i app perquè proporcioni a les persones visitants de les explotacions de turisme informació sobre indicadors de sostenibilitat relacionats amb la seva visita,"","","<p>“EcoTurisme” hauria de proporcionar en els buscadors d’horaris i procés de compra variables d’informació de l’impacte ambiental de la visita i el desplaçament en números absoluts i/o relatius i associats a elements fàcilment comprensibles a “escala humana”. La informació seleccionada hauria de mostrar-se en el procés final de compra i en el mitjà de confirmació.</p><p>Les propostes d’informació podrien ser: emissions GEH de la visita i relació amb la captació de carboni d’uns arbres, d’una hectàrea de bosc o de prat, aigua utilitzada per visitant i comparació amb l’aigua necessària per produir un filet de vedella, energia elèctrica consumida per visitant i relació amb la necessària per a produir un cafè de càpsules, i altres que siguin possibles en funció de cada explotació.</p><p>Opció a oferir de manera voluntària a les persones al finalitzar el procés de compra: càlcul de les emissions GEH de desplaçament en funció del mitjà de desplaçament (vehicle privat d’us individual, compartir, desplaçaments col·lectius com busos i tren) i possibilitat de compensar les emissions.</p>","","",19,40000,35,0,2023-09-21 11:59:30 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023/f/3688/budgets/19/projects/63,"","","",""
64,2497,Turisme,"","",,"","","",556,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023?participatory_process_slug=pressupostosparticipatiusFGC2023,3688,Instal·lar un aixopluc a la via 2 de l’estació de Queralbs,"","","<p>Col·locar un petit teulat a la via 2 de Queralbs, els dies de pluja i neu el client no te cap lloc a la via 2 per estar sense mullar-se.</p>","","",19,15000,53,0,2023-09-21 12:09:22 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023/f/3688/budgets/19/projects/64,"","","",""
65,2497,Turisme,"","",,"","","",556,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023?participatory_process_slug=pressupostosparticipatiusFGC2023,3688,Aplicar mesures de restauració ecològica en les zones degradades i/o marges no aprofitats de Vall de Núria i La Molina,"","","<p>Les estacions d’esquí i muntanya d’FGC tenen algunes zones degradades o marges no aprofitats que es podrien restaurar des d’una perspectiva ecològica. Per exemple, es podrien restaurar talussos naturals degradats, es podrien mimetitzar alguns talussos artificials a través de construccions de pedra seca o es podrien enjardinar algunes zones de pàrquing amb plantes autòctones resistents al canvi climàtic. Aquestes mesures es podrien acompanyar amb panells informatius sobre la importància de la restauració ecològica i els beneficis d’augmentar la biodiversitat local.</p>","","",19,24000,97,0,2023-09-21 12:11:29 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023/f/3688/budgets/19/projects/65,"","","",""
66,2497,Turisme,"","",,"","","",556,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023?participatory_process_slug=pressupostosparticipatiusFGC2023,3688,Instal·lar un parc lúdic a Espot,"","","<p>Dissenyar un espai de parc lúdic adient per poder realitzar les activitats en bones condicions. Realitzant un tancament de la zona per tal d'acotar l'espai, anivellar i resembrar l'espai per poder funcionar amb el mínim de neu possible. Dotar d'un altre canó de neu la zona per poder assegurar la neu a la pista de trineus. Construir un magatzem per guardar el material diari d'ús (trineus, joguines, tubings, xarxes ...) Col·locar taules exteriors per poder aprofitar l'espai quan fa bon temps.</p>","","",19,80000,20,0,2023-09-21 12:13:22 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023/f/3688/budgets/19/projects/66,"","","",""
67,2497,Turisme,"","",,"","","",556,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023?participatory_process_slug=pressupostosparticipatiusFGC2023,3688,Instal·lar un mapa interactiu a l’estació de Montserrat Monestir,"","","<p>Molts són els visitants a Montserrat que es confonen amb els diferents transports que ofereix la muntanya. Per això proposo que a l'estació de Montserrat Monestir s'instal·lés un mapa on es puguin ubicar els diferents transports amb el seu recorregut, curiositats sobre aquests i les rutes. Per fer-ho més dinàmic i atractiu podria ser interactiu, d'aquesta manera als treballadors ens seria de gran utilitat poder donar un bon servei i el client tindria més visió i coneixement del recorregut dels transports.</p>","","",19,13000,22,0,2023-09-21 12:14:14 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023/f/3688/budgets/19/projects/67,"","","",""
68,2497,Turisme,"","",,"","","",556,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023?participatory_process_slug=pressupostosparticipatiusFGC2023,3688,Adquirir un radiotelescopi per a sessions amb meteorologia adversa al Parc Astronòmic del Montsec,"","","<p>Un radiotelescopi pot estar operatiu durant el dia, la nit i, fins i tot, en condicions meteorològiques adverses. En conseqüència, es resoldria un dels grans hàndicaps que tenim amb les visites: la meteorologia. El temps és l'única variable que no podem controlar i que pot interferir amb una bona experiència per part dels visitants. La part en directe es veu minvada quan tenim núvols o pluja. L'observació d'objectes al cel en directe és una part molt important i esperada pels visitants i seria una millora significativa. </p>","","",19,50000,38,0,2023-09-21 12:15:23 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023/f/3688/budgets/19/projects/68,"","","",""
69,2497,Turisme,"","",,"","","",556,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023?participatory_process_slug=pressupostosparticipatiusFGC2023,3688,Millorar la informació sobre l’ús dels remuntadors a les estacions d’esquí,"","","<p>Fa tres anys que he començat a esquiar, i he notat que a pràcticament tots els remuntadors que he fet servir hi ha molta gent com jo que no té experiència i no sap com fer servir-ho, això provoca que el personal hagi d'estar informant els usuaris de com ho han de fer i comporta que les cues s'allarguin, empitjorant l'experiència d'ús de l'estació. Tot i que sempre hem tingut la gran sort de que el personal ha sigut molt amable i pacients. Crec que seria important instal·lar a les casetes dels remuntadors panells (infografies) o monitors informatius (amb petits vídeos) explicant com s'ha de fer ús d'aquests. Així els esquiadors podran agafar el remuntador i sabran com fer-ho.</p>","","",19,12000,13,0,2023-09-21 12:16:42 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023/f/3688/budgets/19/projects/69,"","","",""
70,2497,Turisme,"","",,"","","",556,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023?participatory_process_slug=pressupostosparticipatiusFGC2023,3688,Crear un espai per a la producció de pòdcasts o continguts similars de temàtica astronòmica al Parc Astronòmic del Montsec,"","","<p>Crec que el Parc Astronòmic del Montsec pot ser l'encarregat ideal per emplenar aquest buit en la nostra llengua i fer-ho amb la màxima qualitat. Però no disposa de l'espai adient per a la creació d'aquests continguts. Per tant, la meva proposta és que invertiu en les obres necessàries per a la creació d'un petit estudi de ràdio on un mínim de tres persones puguin fer els enregistraments.</p><p>Aquest espai podria ajudar als visitants del PAM tant a preparar la seva visita com a ampliar coneixements a posteriori. També ajudaria al PAM a fer-se escoltar, promocionar-se a ells mateixos i a la comarca, ii seria fàcil guanyar oients fent-ne promoció als visitants, que d'entrada ja estan interessats en l'astronomia.</p>","","",19,14000,17,0,2023-09-21 12:18:30 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023/f/3688/budgets/19/projects/70,"","","",""
71,2497,Turisme,"","",,"","","",556,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023?participatory_process_slug=pressupostosparticipatiusFGC2023,3688,Adequar el sender del llac inferior al superior de La Molina,"","",<p>Sender 2ª FASE des del llac inferior al llac superior i prolongació fins la pista llarga.</p>,"","",19,20000,63,0,2023-09-21 12:19:27 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023/f/3688/budgets/19/projects/71,"","","",""
72,2497,Turisme,"","",,"","","",556,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023?participatory_process_slug=pressupostosparticipatiusFGC2023,3688,Ordenar la zona de salts a la part inferior del circuit de bicicleta tot terreny a La Molina,"","","<p>El circuit del bike park, en la seva zona inferior, just abans d'arribar al pàrquing del telecabina Alp2500, hi ha una zona de salts amb diferents monticles i recorreguts alternatius. Donat que és una àrea propera a les oficines, a l'aparcament i a la zona de tirolines, és bastant transitada pels turistes i visitants. Aquesta circumstància representa un cert risc que aquests vianants obstaculitzin el pas de les bikes, però alhora dona l'oportunitat que aquestes persones siguin espectadores privilegiades de com els ""riders"" efectuen els salts. Es proposa efectuar una ordenació d'aquesta zona de manera que: a) es millori el seu aspecte a l'interior, delimitant les rutes de pas de les bikes i deixant zona verda al mig b) ubicant una tanca lateral de fusta, amb uns bancs per seure al darrere i dotant-la d'ombra (arbres) per tal que els espectadors gaudeixin de les baixades dels riders amb certa comoditat.</p>","","",19,6000,29,0,2023-09-21 12:20:49 +0200,http://participa.gencat.cat/processes/pressupostosparticipatiusFGC2023/f/3688/budgets/19/projects/72,"","","",""
